model,item,feature,value,shap_value,expected_value
GBM_grid_1_model_90,7,Row,2,-0.0304236530276083,3.079356733165746
GBM_grid_1_model_90,8,Row,2,-0.03809938890632658,3.071680997287028
GBM_grid_1_model_90,9,Row,2,-0.03042365302760891,3.0793567331657457
GBM_grid_1_model_90,10,Row,2,0.01755511370748164,3.127335499900836
GBM_grid_1_model_90,11,Row,2,-0.022485201521248763,3.0872951846721057
GBM_grid_1_model_90,12,Row,2,-0.0026930497763763203,3.107087336416978
GBM_grid_1_model_90,13,Row,3,7.783660773330592e-4,3.1105587522706877
GBM_grid_1_model_90,14,Row,3,-0.024157798650700557,3.085622587542654
GBM_grid_1_model_90,15,Row,3,-0.010462668626259497,3.0993177175670947
GBM_grid_1_model_90,16,Row,3,-0.009169987278886793,3.1006103989144678
GBM_grid_1_model_90,17,Row,3,-0.009598919906921022,3.1001814662864335
GBM_grid_1_model_90,18,Row,3,6.150036241348578e-4,3.1103953898174894
GBM_grid_1_model_90,19,Row,4,-0.03345638004230856,3.076324006151046
GBM_grid_1_model_90,20,Row,4,-0.06651425259274779,3.0432661336006066
GBM_grid_1_model_90,21,Row,4,-0.0338639634801942,3.0759164227131603
GBM_grid_1_model_90,22,Row,4,-0.07033320214494149,3.039447184048413
GBM_grid_1_model_90,23,Row,4,-0.062497442592404084,3.0472829436009503
GBM_grid_1_model_90,24,Row,4,-0.07712788365802242,3.032652502535332
GBM_grid_1_model_90,25,Row,5,-0.08283137175279365,3.026949014440561
GBM_grid_1_model_90,26,Row,5,-0.07585868154450959,3.033921704648845
GBM_grid_1_model_90,27,Row,5,-0.10129078518032963,3.0084896010130247
GBM_grid_1_model_90,28,Row,5,-0.08746749596578804,3.022312890227566
GBM_grid_1_model_90,29,Row,5,-0.08661236559515163,3.0231680205982028
GBM_grid_1_model_90,30,Row,5,-0.12615825414122228,2.9836221320521323
GBM_grid_1_model_90,31,Row,6,-0.040058285747540834,3.0697221004458135
GBM_grid_1_model_90,32,Row,6,-0.07700709998208455,3.03277328621127
GBM_grid_1_model_90,33,Row,6,-0.03486782454984344,3.074912561643511
GBM_grid_1_model_90,34,Row,6,-0.047664341929273914,3.0621160442640805
GBM_grid_1_model_90,35,Row,6,-0.04121890709032197,3.0685614791030322
GBM_grid_1_model_90,36,Row,6,-0.05264248393018478,3.0571379022631695
GBM_grid_1_model_90,37,Row,7,0.158911361088864,3.2686917472822183
GBM_grid_1_model_90,38,Row,7,0.14911626155844682,3.258896647751801
GBM_grid_1_model_90,39,Row,7,0.13030629298315075,3.240086679176505
GBM_grid_1_model_90,40,Row,7,0.09895381229032124,3.2087341984836755
GBM_grid_1_model_90,41,Row,7,0.05180551158443658,3.161585897777791
GBM_grid_1_model_90,42,Row,7,0.048575623343817265,3.1583560095371714
GBM_grid_1_model_90,43,Row,8,0.11941548217894027,3.2291958683722948
GBM_grid_1_model_90,44,Row,8,0.06781840900397526,3.1775987951973295
GBM_grid_1_model_90,45,Row,8,0.02484888786124817,3.1346292740546025
GBM_grid_1_model_90,46,Row,8,0.007727624102243924,3.117508010295598
GBM_grid_1_model_90,47,Row,8,0.04830658944105287,3.1580869756344074
GBM_grid_1_model_90,48,Row,8,0.021251470853763443,3.131031857047118
GBM_grid_1_model_90,1,TA,6.45,-0.01337238630072124,3.0964079998926333
GBM_grid_1_model_90,2,TA,6,-0.016140171742194953,3.0936402144511597
GBM_grid_1_model_90,3,TA,6.3,-0.009615580401117985,3.1001648057922364
GBM_grid_1_model_90,4,TA,6.6,-0.0033110065680783674,3.106469379625276
GBM_grid_1_model_90,5,TA,6.3,-0.06493456651611873,3.044845819677236
GBM_grid_1_model_90,6,TA,6.9,0.32484365203712934,3.4346240382304836
GBM_grid_1_model_90,7,TA,6.45,-0.07182674210404649,3.037953644089308
GBM_grid_1_model_90,8,TA,6.6,0.008769954338680774,3.1185503405320354
GBM_grid_1_model_90,9,TA,6.53,-0.05016892844873344,3.059611457744621
GBM_grid_1_model_90,10,TA,7.2,0.33909726876218993,3.4488776549555444
GBM_grid_1_model_90,11,TA,6.6,0.1372077758795862,3.246988162072941
GBM_grid_1_model_90,12,TA,6.75,0.14144628181262897,3.2512266680059834
GBM_grid_1_model_90,13,TA,5.85,-0.16434065765032646,2.945439728543028
GBM_grid_1_model_90,14,TA,5.7,-0.09831623144459123,3.0114641547487633
GBM_grid_1_model_90,15,TA,6.75,0.17884386523211215,3.2886242514254667
GBM_grid_1_model_90,16,TA,7.28,0.2766469837612634,3.386427369954618
GBM_grid_1_model_90,17,TA,6.6,0.06562065316655968,3.175401039359914
GBM_grid_1_model_90,18,TA,6.6,0.012827196398170981,3.1226075825915256
GBM_grid_1_model_90,19,TA,5.55,-0.3252104184618976,2.784569967731457
GBM_grid_1_model_90,20,TA,5.55,-0.1936759773816451,2.916104408811709
GBM_grid_1_model_90,21,TA,6,-0.06894711368335729,3.040833272509997
GBM_grid_1_model_90,22,TA,5.25,-0.29791525993540663,2.8118651262579477
GBM_grid_1_model_90,23,TA,5.63,-0.13413259431298574,2.9756477918803688
GBM_grid_1_model_90,24,TA,6.75,0.12554126945259658,3.2353216556459508
GBM_grid_1_model_90,25,TA,6.15,0.006177483618053925,3.1159578698114085
GBM_grid_1_model_90,26,TA,5.48,-0.21642959946216767,2.8933507867311867
GBM_grid_1_model_90,27,TA,6.75,0.1950135822496829,3.3047939684430374
GBM_grid_1_model_90,28,TA,6.6,0.08642880216535129,3.1962091883587056
GBM_grid_1_model_90,29,TA,6.45,0.013047034778638222,3.1228274209719924
GBM_grid_1_model_90,30,TA,6.15,-0.025567315910747568,3.084213070282607
GBM_grid_1_model_90,31,TA,5.7,-0.09275981023448442,3.01702057595887
GBM_grid_1_model_90,32,TA,5.7,-0.0960986096684392,3.013681776524915
GBM_grid_1_model_90,33,TA,6.15,-0.05910646646043462,3.05067391973292
GBM_grid_1_model_90,34,TA,7.13,0.4381356462512892,3.5479160324446437
GBM_grid_1_model_90,35,TA,5.85,-0.1722536332167192,2.9375267529766353
GBM_grid_1_model_90,36,TA,6.3,0.03316014358703551,3.14294052978039
GBM_grid_1_model_90,37,TA,4.8,-0.646075505573187,2.4637048806201673
GBM_grid_1_model_90,38,TA,6,-0.01962932774869036,3.090151058444664
GBM_grid_1_model_90,39,TA,6.23,0.0824225550699739,3.192202941263328
GBM_grid_1_model_90,40,TA,5.25,-0.3556981227255977,2.754082263467757
GBM_grid_1_model_90,41,TA,5.85,-0.14149552577004704,2.9682848604233074
GBM_grid_1_model_90,42,TA,5.78,-0.11588792395102954,2.993892462242325
GBM_grid_1_model_90,43,TA,6.3,0.0020540280547723944,3.111834414248127
GBM_grid_1_model_90,44,TA,6.08,0.0205712764438631,3.1303516626372176
GBM_grid_1_model_90,45,TA,5.7,-0.10183618437699349,3.007944201816361
GBM_grid_1_model_90,46,TA,5.55,-0.36835471516052254,2.741425671032832
GBM_grid_1_model_90,47,TA,5.85,-0.17270494969044314,2.9370754365029113
GBM_grid_1_model_90,48,TA,6.3,-0.02075566191573086,3.0890247242776234
GBM_grid_1_model_90,1,Temp,22.2,0.019107628210137673,3.128888014403492
GBM_grid_1_model_90,2,Temp,22.2,0.018479609144318676,3.128259995337673
GBM_grid_1_model_90,3,Temp,22.2,0.020865246453709352,3.130645632647064
GBM_grid_1_model_90,4,Temp,22.2,0.020299416555725536,3.13007980274908
GBM_grid_1_model_90,5,Temp,22.2,0.019107628210137007,3.1288880144034916
GBM_grid_1_model_90,6,Temp,22.2,0.0491251924579648,3.158905578651319
GBM_grid_1_model_90,7,Temp,22.2,0.027300805893496705,3.137081192086851
GBM_grid_1_model_90,8,Temp,22.2,0.012101459289826533,3.121881845483181
GBM_grid_1_model_90,9,Temp,22.2,0.03156602899940131,3.1413464151927557
GBM_grid_1_model_90,10,Temp,22.2,0.03839500592625489,3.1481753921196094
GBM_grid_1_model_90,11,Temp,22.2,0.052721535604684566,3.162501921798039
GBM_grid_1_model_90,12,Temp,22.2,0.049292765392440985,3.1590731515857953
GBM_grid_1_model_90,13,Temp,22.2,0.022052124943810814,3.131832511137165
GBM_grid_1_model_90,14,Temp,22.2,0.011533917939231975,3.1213143041325866
GBM_grid_1_model_90,15,Temp,22.2,0.03839500592625311,3.1481753921196076
GBM_grid_1_model_90,16,Temp,22.2,0.03839500592625367,3.148175392119608
GBM_grid_1_model_90,17,Temp,22.2,0.04445011506524976,3.154230501258604
GBM_grid_1_model_90,18,Temp,22.2,0.0338849849609284,3.143665371154283
GBM_grid_1_model_90,19,Temp,22.2,0.034538769573797645,3.144319155767152
GBM_grid_1_model_90,20,Temp,22.2,0.013065490557589765,3.122845876750944
GBM_grid_1_model_90,21,Temp,22.2,0.03763174540573572,3.14741213159909
GBM_grid_1_model_90,22,Temp,22.2,0.038530552426285,3.1483109386196393
GBM_grid_1_model_90,23,Temp,22.2,0.03516856250886835,3.144948948702223
GBM_grid_1_model_90,24,Temp,22.2,0.05129392361009555,3.1610743098034497
GBM_grid_1_model_90,25,Temp,22.2,0.03872874760377609,3.1485091337971305
GBM_grid_1_model_90,26,Temp,22.2,0.025970581372046553,3.135750967565401
GBM_grid_1_model_90,27,Temp,22.2,0.014063461918541798,3.123843848111896
GBM_grid_1_model_90,28,Temp,22.2,0.03312172444041028,3.1429021106337647
GBM_grid_1_model_90,29,Temp,22.2,0.039348950175028374,3.1491293363683828
GBM_grid_1_model_90,30,Temp,22.2,0.048333620662257104,3.1581140068556115
GBM_grid_1_model_90,31,Temp,22.2,0.03341228469920168,3.143192670892556
GBM_grid_1_model_90,32,Temp,22.2,0.017556759288709145,3.1273371454820635
GBM_grid_1_model_90,33,Temp,22.2,0.052721535604684344,3.1625019217980386
GBM_grid_1_model_90,34,Temp,22.2,0.052721535604682124,3.1625019217980364
GBM_grid_1_model_90,35,Temp,22.2,0.037472252008432017,3.1472526382017865
GBM_grid_1_model_90,36,Temp,22.2,0.04833362066225688,3.1581140068556115
GBM_grid_1_model_90,37,Temp,22.2,0.02471029177104242,3.1344906779643966
GBM_grid_1_model_90,38,Temp,22.2,0.007836236183922374,3.1176166223772768
GBM_grid_1_model_90,39,Temp,22.2,0.037386947546314,3.1471673337396684
GBM_grid_1_model_90,40,Temp,22.2,0.020063722421280406,3.129844108614635
GBM_grid_1_model_90,41,Temp,22.2,0.02363884308902664,3.133419229282381
GBM_grid_1_model_90,42,Temp,22.2,0.03082444192308187,3.1406048281164365
GBM_grid_1_model_90,43,Temp,22.2,0.01406346191854202,3.123843848111896
GBM_grid_1_model_90,44,Temp,22.2,0.05272153560468329,3.1625019217980377
GBM_grid_1_model_90,45,Temp,22.2,0.016925625919733234,3.126706012113088
GBM_grid_1_model_90,46,Temp,22.2,0.015799141045136578,3.125579527238491
GBM_grid_1_model_90,47,Temp,22.2,0.028148864054350797,3.137929250247705
GBM_grid_1_model_90,48,Temp,22.2,0.038395005926253,3.148175392119607
GBM_grid_1_model_90,1,TSS,18.4,-0.5348288890905974,2.5749514971027567
GBM_grid_1_model_90,2,TSS,19.2,-0.48523444684213946,2.624545939351215
GBM_grid_1_model_90,3,TSS,20.1,-0.5183971549752432,2.5913832312181113
GBM_grid_1_model_90,4,TSS,19.7,-0.4537505456439954,2.656029840549359
GBM_grid_1_model_90,5,TSS,21,-0.3575959978414479,2.7521843883519064
GBM_grid_1_model_90,6,TSS,21.1,-0.07806614443966824,3.031714241753686
GBM_grid_1_model_90,7,TSS,20.6,-0.4451259398709523,2.6646544463224022
GBM_grid_1_model_90,8,TSS,21.3,-0.3089552054261223,2.800825180767232
GBM_grid_1_model_90,9,TSS,21.6,0.0016266007540053917,3.11140698694736
GBM_grid_1_model_90,10,TSS,21.8,0.2051442072241417,3.314924593417496
GBM_grid_1_model_90,11,TSS,22.2,0.18991427664842442,3.299694662841779
GBM_grid_1_model_90,12,TSS,21.5,0.15050314599471148,3.260283532188066
GBM_grid_1_model_90,13,TSS,21.8,0.19807012099353372,3.3078505071868882
GBM_grid_1_model_90,14,TSS,19.9,-0.5355694810762337,2.5742109051171207
GBM_grid_1_model_90,15,TSS,22.1,0.270299638645409,3.3800800248387635
GBM_grid_1_model_90,16,TSS,22.1,0.28490998631489,3.3946903725082445
GBM_grid_1_model_90,17,TSS,22.4,0.01963876053362884,3.1294191467269834
GBM_grid_1_model_90,18,TSS,21.9,0.24581489995969424,3.3555952861530485
GBM_grid_1_model_90,19,TSS,22.4,0.03174762640618494,3.1415280125995393
GBM_grid_1_model_90,20,TSS,20.9,-0.3748995125557577,2.7348808736375965
GBM_grid_1_model_90,21,TSS,20.6,-0.42028725420853685,2.6894931319848174
GBM_grid_1_model_90,22,TSS,23.2,-0.07964445659768493,3.0301359295956694
GBM_grid_1_model_90,23,TSS,22.9,0.027320717689438057,3.1371011038827925
GBM_grid_1_model_90,24,TSS,21.6,0.16457316008447548,3.2743535462778297
GBM_grid_1_model_90,25,TSS,22.8,0.04410764447503601,3.1538880306683903
GBM_grid_1_model_90,26,TSS,20.4,-0.351809393971406,2.7579709922219484
GBM_grid_1_model_90,27,TSS,20.5,-0.4649304214144142,2.64484996477894
GBM_grid_1_model_90,28,TSS,19.9,-0.4125506056384435,2.697229780554911
GBM_grid_1_model_90,29,TSS,20.3,-0.28228329200581126,2.8274970941875432
GBM_grid_1_model_90,30,TSS,21.1,0.033506916785427276,3.1432873029787816
GBM_grid_1_model_90,31,TSS,21.5,0.08773506401737685,3.197515450210731
GBM_grid_1_model_90,32,TSS,21.2,-0.2098692724094281,2.899911113783926
GBM_grid_1_model_90,33,TSS,21.6,0.1448069480246275,3.254587334217982
GBM_grid_1_model_90,34,TSS,21.4,0.10120615366036417,3.2109865398537187
GBM_grid_1_model_90,35,TSS,21.9,0.27393247386766595,3.3837128600610202
GBM_grid_1_model_90,36,TSS,21.4,0.176101374884991,3.2858817610783455
GBM_grid_1_model_90,37,TSS,24.8,0.13508730430089116,3.2448676904942455
GBM_grid_1_model_90,38,TSS,20,-0.49205498234298106,2.6177254038503732
GBM_grid_1_model_90,39,TSS,22.2,0.23327383899398554,3.34305422518734
GBM_grid_1_model_90,40,TSS,22.8,-0.03667337992530706,3.0731070062680472
GBM_grid_1_model_90,41,TSS,23.1,-0.009043742167048785,3.1007366440263056
GBM_grid_1_model_90,42,TSS,23,-0.012581929955507665,3.0971984562378467
GBM_grid_1_model_90,43,TSS,19.7,-0.4539152308352131,2.6558651553581414
GBM_grid_1_model_90,44,TSS,22.7,0.054421368801689796,3.164201754995044
GBM_grid_1_model_90,45,TSS,21.3,-0.21545443811882126,2.894325948074533
GBM_grid_1_model_90,46,TSS,22.7,0.0064109646347487725,3.116191350828103
GBM_grid_1_model_90,47,TSS,22.1,0.2666903962711131,3.3764707824644673
GBM_grid_1_model_90,48,TSS,22.2,0.24055475615161614,3.3503351423449708
GLM_grid_1_model_1,1,Anth,299,-1.839314950391952,1.2648517162747133
GLM_grid_1_model_1,2,Anth,544,-0.8294949776277433,2.274671689038922
GLM_grid_1_model_1,3,Anth,522,-0.9201726894677951,2.1839939771988703
GLM_grid_1_model_1,4,Anth,478,-1.1015281131478967,2.0026385535187687
GLM_grid_1_model_1,5,Anth,588,-0.64813955394764,2.456027112719025
GLM_grid_1_model_1,6,Anth,677,-0.28130699241288726,2.822859674253778
GLM_grid_1_model_1,7,Anth,639,-0.4379321310457026,2.6662345356209625
GLM_grid_1_model_1,8,Anth,494,-1.0355806863551322,2.068585980311533
GLM_grid_1_model_1,9,Anth,609,-0.561583556282136,2.542583110384529
GLM_grid_1_model_1,10,Anth,565,-0.7429389799622401,2.3612276867044253
GLM_grid_1_model_1,11,Anth,655,-0.37198470425293817,2.732181962413727
GLM_grid_1_model_1,12,Anth,861,0.47708841570390703,3.581255082370572
GLM_grid_1_model_1,13,Anth,642,-0.4255669885220593,2.678599678144606
GLM_grid_1_model_1,14,Anth,436,-1.2746401084789034,1.8295265581877618
GLM_grid_1_model_1,15,Anth,576,-0.6976001240422129,2.4065665426244522
GLM_grid_1_model_1,16,Anth,506,-0.9861201162605597,2.1180465504061052
GLM_grid_1_model_1,17,Anth,749,0.015456428154554017,3.119623094821219
GLM_grid_1_model_1,18,Anth,571,-0.718208694914953,2.3859579717517123
GLM_grid_1_model_1,19,Anth,761,0.0649169982491273,3.1690836649157923
GLM_grid_1_model_1,20,Anth,499,-1.014972115482393,2.0891945511842724
GLM_grid_1_model_1,21,Anth,754,0.036064999027293154,3.140231665693958
GLM_grid_1_model_1,22,Anth,725,-0.08346471203459296,3.0207019546320724
GLM_grid_1_model_1,23,Anth,833,0.3616804188165691,3.4658470854832344
GLM_grid_1_model_1,24,Anth,830,0.3493152762929255,3.453481942959591
GLM_grid_1_model_1,25,Anth,933,0.7738518362713478,3.878018502938013
GLM_grid_1_model_1,26,Anth,613,-0.545096699583945,2.55906996708272
GLM_grid_1_model_1,27,Anth,548,-0.8130081209295518,2.2911585457371135
GLM_grid_1_model_1,28,Anth,765,0.08140385494731853,3.185570521613984
GLM_grid_1_model_1,29,Anth,683,-0.2565767073655999,2.8475899593010654
GLM_grid_1_model_1,30,Anth,922,0.7285129803513215,3.8326796470179865
GLM_grid_1_model_1,31,Anth,763,0.07316042659822276,3.177327093264888
GLM_grid_1_model_1,32,Anth,518,-0.9366595461659861,2.1675071205006793
GLM_grid_1_model_1,33,Anth,656,-0.3678629900783904,2.7363036765882747
GLM_grid_1_model_1,34,Anth,644,-0.41732356017296385,2.6868431064937015
GLM_grid_1_model_1,35,Anth,758,0.05255185572548393,3.1567185223921492
GLM_grid_1_model_1,36,Anth,877,0.5430358424966707,3.647202509163336
GLM_grid_1_model_1,37,Anth,901,0.6419569826858184,3.7461236493524837
GLM_grid_1_model_1,38,Anth,480,-1.0932846847988018,2.0108819818678634
GLM_grid_1_model_1,39,Anth,793,0.19681185183465638,3.3009785185013216
GLM_grid_1_model_1,40,Anth,718,-0.11231671125642712,2.9918499554102382
GLM_grid_1_model_1,41,Anth,784,0.15971642426372704,3.2638830909303924
GLM_grid_1_model_1,42,Anth,765,0.08140385494731872,3.185570521613984
GLM_grid_1_model_1,43,Anth,481,-1.0891629706242534,2.015003696042412
GLM_grid_1_model_1,44,Anth,655,-0.3719847042529384,2.7321819624137267
GLM_grid_1_model_1,45,Anth,469,-1.1386235407188279,1.9655431259478373
GLM_grid_1_model_1,46,Anth,585,-0.6605046964712832,2.443661970195382
GLM_grid_1_model_1,47,Anth,684,-0.2524549931910526,2.8517116734756125
GLM_grid_1_model_1,48,Anth,497,-1.0232155438314894,2.0809511228351756
GLM_grid_1_model_1,1,BW,1.99,-0.2748501878779901,2.829316478788675
GLM_grid_1_model_1,2,BW,1.88,-0.10462039409549284,2.9995462725711723
GLM_grid_1_model_1,3,BW,1.93,-0.18199757308753672,2.9221690935791287
GLM_grid_1_model_1,4,BW,2.11,-0.4605554174588953,2.64361124920777
GLM_grid_1_model_1,5,BW,2.01,-0.30580105947480674,2.7983656071918586
GLM_grid_1_model_1,6,BW,1.98,-0.259374752079581,2.844791914587084
GLM_grid_1_model_1,7,BW,1.73,0.12751114288063886,3.231677809547304
GLM_grid_1_model_1,8,BW,1.75,0.09656027128382111,3.200726937950486
GLM_grid_1_model_1,9,BW,1.67,0.22036375767109184,3.324530424337757
GLM_grid_1_model_1,10,BW,2.06,-0.38317823846685156,2.7209884281998136
GLM_grid_1_model_1,11,BW,1.85,-0.0581940867002666,3.0459725799663984
GLM_grid_1_model_1,12,BW,2.03,-0.33675193107162404,2.7674147355950414
GLM_grid_1_model_1,13,BW,2.01,-0.3058010594748073,2.798365607191858
GLM_grid_1_model_1,14,BW,1.99,-0.2748501878779903,2.829316478788675
GLM_grid_1_model_1,15,BW,2.1,-0.44507998166048623,2.659086685006179
GLM_grid_1_model_1,16,BW,2.11,-0.46055541745889483,2.6436112492077704
GLM_grid_1_model_1,17,BW,1.9,-0.13557126569231087,2.9685954009743543
GLM_grid_1_model_1,18,BW,2.02,-0.32127649527321556,2.7828901713934497
GLM_grid_1_model_1,19,BW,1.52,0.4524952946472236,3.556661961313889
GLM_grid_1_model_1,20,BW,1.73,0.1275111428806388,3.231677809547304
GLM_grid_1_model_1,21,BW,1.48,0.5143970378408589,3.6185637045075243
GLM_grid_1_model_1,22,BW,1.89,-0.12009582989390155,2.9840708367727635
GLM_grid_1_model_1,23,BW,1.73,0.12751114288063892,3.231677809547304
GLM_grid_1_model_1,24,BW,1.92,-0.16652213728912757,2.9376445293775375
GLM_grid_1_model_1,25,BW,1.6,0.3286918082599537,3.432858474926619
GLM_grid_1_model_1,26,BW,1.73,0.12751114288063925,3.231677809547304
GLM_grid_1_model_1,27,BW,1.77,0.06560939968700397,3.169776066353669
GLM_grid_1_model_1,28,BW,1.75,0.09656027128382173,3.200726937950487
GLM_grid_1_model_1,29,BW,1.84,-0.04271865090185789,3.061448015764807
GLM_grid_1_model_1,30,BW,1.97,-0.2438993162811715,2.860267350385494
GLM_grid_1_model_1,31,BW,1.67,0.22036375767109231,3.3245304243377576
GLM_grid_1_model_1,32,BW,1.93,-0.18199757308753683,2.9221690935791282
GLM_grid_1_model_1,33,BW,1.87,-0.08914495829708441,3.0150217083695807
GLM_grid_1_model_1,34,BW,1.82,-0.01176777930503975,3.0923988873616253
GLM_grid_1_model_1,35,BW,1.89,-0.12009582989390111,2.984070836772764
GLM_grid_1_model_1,36,BW,1.95,-0.2129484446843543,2.891218221982311
GLM_grid_1_model_1,37,BW,1.71,0.15846201447745673,3.262628681144122
GLM_grid_1_model_1,38,BW,1.69,0.18941288607427398,3.293579552740939
GLM_grid_1_model_1,39,BW,1.73,0.12751114288063947,3.2316778095473047
GLM_grid_1_model_1,40,BW,1.95,-0.21294844468435453,2.8912182219823106
GLM_grid_1_model_1,41,BW,2.01,-0.30580105947480696,2.798365607191858
GLM_grid_1_model_1,42,BW,2.28,-0.7236378260318439,2.3805288406348213
GLM_grid_1_model_1,43,BW,1.8,0.01918309229177706,3.123349758958442
GLM_grid_1_model_1,44,BW,1.83,-0.027243215103448765,3.0769234515632164
GLM_grid_1_model_1,45,BW,2.12,-0.4760308532573041,2.628135813409361
GLM_grid_1_model_1,46,BW,2.02,-0.3212764952732162,2.782890171393449
GLM_grid_1_model_1,47,BW,2.21,-0.6153097754429834,2.4888568912236817
GLM_grid_1_model_1,48,BW,2.23,-0.6462606470398,2.457906019626865
GLM_grid_1_model_1,1,Col,1,-0.020867211784525663,3.0832994548821393
GLM_grid_1_model_1,2,Col,2,-0.01252032707071582,3.0916463395959495
GLM_grid_1_model_1,3,Col,3,-0.00417344235690531,3.0999932243097597
GLM_grid_1_model_1,4,Col,4,0.004173442356904533,3.10834010902357
GLM_grid_1_model_1,5,Col,5,0.01252032707071482,3.11668699373738
GLM_grid_1_model_1,6,Col,6,0.02086721178452544,3.1250338784511906
GLM_grid_1_model_1,7,Col,1,-0.020867211784525996,3.0832994548821393
GLM_grid_1_model_1,8,Col,2,-0.012520327070715653,3.0916463395959495
GLM_grid_1_model_1,9,Col,3,-0.004173442356905199,3.09999322430976
GLM_grid_1_model_1,10,Col,4,0.00417344235690531,3.1083401090235707
GLM_grid_1_model_1,11,Col,5,0.012520327070715015,3.11668699373738
GLM_grid_1_model_1,12,Col,6,0.020867211784525483,3.1250338784511906
GLM_grid_1_model_1,13,Col,1,-0.020867211784525885,3.0832994548821393
GLM_grid_1_model_1,14,Col,2,-0.012520327070716042,3.091646339595949
GLM_grid_1_model_1,15,Col,3,-0.004173442356905588,3.0999932243097597
GLM_grid_1_model_1,16,Col,4,0.004173442356905199,3.1083401090235703
GLM_grid_1_model_1,17,Col,5,0.012520327070715473,3.1166869937373805
GLM_grid_1_model_1,18,Col,6,0.020867211784525108,3.12503387845119
GLM_grid_1_model_1,19,Col,1,-0.020867211784525108,3.08329945488214
GLM_grid_1_model_1,20,Col,2,-0.012520327070715709,3.0916463395959495
GLM_grid_1_model_1,21,Col,3,-0.004173442356904977,3.09999322430976
GLM_grid_1_model_1,22,Col,4,0.0041734423569051715,3.1083401090235703
GLM_grid_1_model_1,23,Col,5,0.012520327070715959,3.1166869937373813
GLM_grid_1_model_1,24,Col,6,0.02086721178452576,3.125033878451191
GLM_grid_1_model_1,25,Col,1,-0.02086721178452544,3.0832994548821397
GLM_grid_1_model_1,26,Col,2,-0.012520327070715376,3.09164633959595
GLM_grid_1_model_1,27,Col,3,-0.00417344235690531,3.0999932243097597
GLM_grid_1_model_1,28,Col,4,0.004173442356904766,3.10834010902357
GLM_grid_1_model_1,29,Col,5,0.01252032707071521,3.1166869937373805
GLM_grid_1_model_1,30,Col,6,0.020867211784525636,3.1250338784511906
GLM_grid_1_model_1,31,Col,1,-0.020867211784525323,3.0832994548821397
GLM_grid_1_model_1,32,Col,2,-0.012520327070715598,3.0916463395959495
GLM_grid_1_model_1,33,Col,3,-0.0041734423569053936,3.0999932243097597
GLM_grid_1_model_1,34,Col,4,0.0041734423569049495,3.1083401090235703
GLM_grid_1_model_1,35,Col,5,0.012520327070715515,3.116686993737381
GLM_grid_1_model_1,36,Col,6,0.020867211784525594,3.1250338784511906
GLM_grid_1_model_1,37,Col,1,-0.020867211784525885,3.0832994548821393
GLM_grid_1_model_1,38,Col,2,-0.012520327070715487,3.0916463395959495
GLM_grid_1_model_1,39,Col,3,-0.004173442356905727,3.0999932243097597
GLM_grid_1_model_1,40,Col,4,0.004173442356904894,3.1083401090235703
GLM_grid_1_model_1,41,Col,5,0.012520327070715292,3.1166869937373805
GLM_grid_1_model_1,42,Col,6,0.020867211784525108,3.12503387845119
GLM_grid_1_model_1,43,Col,1,-0.020867211784526773,3.0832994548821384
GLM_grid_1_model_1,44,Col,2,-0.012520327070715709,3.0916463395959495
GLM_grid_1_model_1,45,Col,3,-0.004173442356905199,3.09999322430976
GLM_grid_1_model_1,46,Col,4,0.004173442356904977,3.1083401090235703
GLM_grid_1_model_1,47,Col,5,0.012520327070715154,3.1166869937373805
GLM_grid_1_model_1,48,Col,6,0.02086721178452522,3.12503387845119
GLM_grid_1_model_1,1,Row,1,-0.012341918260232454,3.0918247484064327
GLM_grid_1_model_1,2,Row,1,-0.012341918260232232,3.0918247484064327
GLM_grid_1_model_1,3,Row,1,-0.012341918260232121,3.091824748406433
GLM_grid_1_model_1,4,Row,1,-0.012341918260232454,3.0918247484064327
GLM_grid_1_model_1,5,Row,1,-0.012341918260232398,3.0918247484064327
GLM_grid_1_model_1,6,Row,1,-0.01234191826023251,3.0918247484064327
GLM_grid_1_model_1,7,Row,2,-0.008815655900165503,3.0953510107664997
GLM_grid_1_model_1,8,Row,2,-0.00881565590016592,3.095351010766499
GLM_grid_1_model_1,9,Row,2,-0.008815655900165559,3.0953510107664997
GLM_grid_1_model_1,10,Row,2,-0.008815655900165698,3.0953510107664997
GLM_grid_1_model_1,11,Row,2,-0.008815655900165836,3.095351010766499
GLM_grid_1_model_1,12,Row,2,-0.00881565590016542,3.0953510107664997
GLM_grid_1_model_1,13,Row,3,-0.00528939354009994,3.0988772731265652
GLM_grid_1_model_1,14,Row,3,-0.005289393540100273,3.098877273126565
GLM_grid_1_model_1,15,Row,3,-0.005289393540099996,3.0988772731265652
GLM_grid_1_model_1,16,Row,3,-0.005289393540099718,3.0988772731265657
GLM_grid_1_model_1,17,Row,3,-0.005289393540099729,3.0988772731265652
GLM_grid_1_model_1,18,Row,3,-0.005289393540099829,3.0988772731265652
GLM_grid_1_model_1,19,Row,4,-0.0017631311800329619,3.102403535486632
GLM_grid_1_model_1,20,Row,4,-0.001763131180033073,3.102403535486632
GLM_grid_1_model_1,21,Row,4,-0.001763131180032379,3.1024035354866326
GLM_grid_1_model_1,22,Row,4,-0.0017631311800331007,3.102403535486632
GLM_grid_1_model_1,23,Row,4,-0.0017631311800331562,3.102403535486632
