model,item,feature,value,shap_value,expected_value
GBM_4,42,BW,2.28,-0.6288610721570442,2.4713984210419078
GBM_4,43,BW,1.8,0.08004511055668362,3.1803046037556353
GBM_4,44,BW,1.83,0.0667027539564895,3.1669622471554413
GBM_4,45,BW,2.12,-0.5103514051212075,2.5899080880777445
GBM_4,46,BW,2.02,-0.6812104505347301,2.4190490426642217
GBM_4,47,BW,2.21,-0.6316723466622404,2.4685871465367115
GBM_4,48,BW,2.23,-0.6478348151347715,2.4524246780641805
GBM_4,1,Col,1,-0.02614008696883019,3.0741194062301216
GBM_4,2,Col,2,-0.023809563348323293,3.0764499298506287
GBM_4,3,Col,3,0.04914086803554124,3.149400361234493
GBM_4,4,Col,4,0.03584812441128338,3.136107617610235
GBM_4,5,Col,5,0.006065889973544292,3.106325383172496
GBM_4,6,Col,6,-0.021465643453085603,3.0787938497458662
GBM_4,7,Col,1,-0.07084611718859235,3.0294133760103596
GBM_4,8,Col,2,-0.04334528404622995,3.0569142091527217
GBM_4,9,Col,3,0.08007301231746,3.180332505516412
GBM_4,10,Col,4,0.03951297327336706,3.139772466472319
GBM_4,11,Col,5,-0.025379289836981456,3.07488020336197
GBM_4,12,Col,6,0.005502873437725139,3.105762366636677
GBM_4,13,Col,1,-0.025518977446911617,3.07474051575204
GBM_4,14,Col,2,-0.018531478123375522,3.0817280150755764
GBM_4,15,Col,3,0.05915384148552999,3.1594133346844817
GBM_4,16,Col,4,0.04149457123767436,3.141754064436626
GBM_4,17,Col,5,-0.022717090407758517,3.077542402791193
GBM_4,18,Col,6,-0.03648340506367698,3.063776088135275
GBM_4,19,Col,1,-0.05262957117252408,3.047629922026428
GBM_4,20,Col,2,-0.04234689493859578,3.057912598260356
GBM_4,21,Col,3,0.05562354850558719,3.155883041704539
GBM_4,22,Col,4,0.08163391374777518,3.181893406946727
GBM_4,23,Col,5,-0.020384068211481726,3.07987542498747
GBM_4,24,Col,6,-0.02023766678577288,3.080021826413179
GBM_4,25,Col,1,-0.07294184690620775,3.027317646292744
GBM_4,26,Col,2,-0.06157203079942486,3.038687462399527
GBM_4,27,Col,3,0.049748102934422334,3.1500075961333742
GBM_4,28,Col,4,0.07762456481625858,3.1778840580152106
GBM_4,29,Col,5,0.005397209679535109,3.1056567028784867
GBM_4,30,Col,6,-0.013582120950685395,3.0866773722482663
GBM_4,31,Col,1,-0.07170874442689024,3.0285507487720613
GBM_4,32,Col,2,-0.014967564745221262,3.0852919284537306
GBM_4,33,Col,3,0.08058328775555573,3.1808427809545075
GBM_4,34,Col,4,0.08800661540841562,3.1882661086073676
GBM_4,35,Col,5,-0.04483680869150691,3.055422684507445
GBM_4,36,Col,6,-0.027901272507847075,3.072358220691105
GBM_4,37,Col,1,-0.09615006017058171,3.00410943302837
GBM_4,38,Col,2,-0.04130985912775026,3.0589496340712015
GBM_4,39,Col,3,0.14240762418647754,3.2426671173854293
GBM_4,40,Col,4,0.08107693490535453,3.181336428104306
GBM_4,41,Col,5,-0.017758310874582406,3.0825011823243695
GBM_4,42,Col,6,-0.03665777514171009,3.0636017180572415
GBM_4,43,Col,1,-0.03133731738032286,3.0689221758186287
GBM_4,44,Col,2,-0.051171923784876366,3.0490875694140755
GBM_4,45,Col,3,0.050593162720007356,3.150852655918959
GBM_4,46,Col,4,0.03393781442573762,3.1341973076246896
GBM_4,47,Col,5,-0.017489682785544636,3.0827698104134074
GBM_4,48,Col,6,-0.053914370009036316,3.0463451231899157
GBM_4,1,Row,1,0.0015764439014167575,3.1018359371003683
GBM_4,2,Row,1,0.00991680965280417,3.110176302851756
GBM_4,3,Row,1,0.005485065558008317,3.1057445587569603
GBM_4,4,Row,1,0.0049796478217605245,3.1052391410207125
GBM_4,5,Row,1,0.010522972788779117,3.110782465987731
GBM_4,6,Row,1,0.004194572198614438,3.104454065397566
GBM_4,7,Row,2,-0.005536971824610271,3.0947225213743415
GBM_4,8,Row,2,-0.011771638830543163,3.0884878543684087
GBM_4,9,Row,2,-0.010832425502530163,3.0894270676964215
GBM_4,10,Row,2,-0.00035946318295076995,3.099900030016001
GBM_4,11,Row,2,-0.0021854797085836264,3.0980740134903684
GBM_4,12,Row,2,-0.013179411677174908,3.0870800815217767
GBM_4,13,Row,3,0.04248610677620135,3.1427455999751532
GBM_4,14,Row,3,0.02312831811916327,3.123387811318115
GBM_4,15,Row,3,0.023349960230542532,3.1236094534294945
GBM_4,16,Row,3,0.026159065693849792,3.1264185588928015
GBM_4,17,Row,3,0.048564164873550364,3.148823658072502
GBM_4,18,Row,3,0.022473134975906417,3.122732628174858
GBM_4,19,Row,4,0.03153741613849215,3.131796909337444
GBM_4,20,Row,4,0.02355634873589313,3.123815841934845
GBM_4,21,Row,4,0.030023160189511386,3.130282653388463
GBM_4,22,Row,4,0.04030145024123835,3.14056094344019
GBM_4,23,Row,4,0.018777408608461887,3.1190369018074136
GBM_4,24,Row,4,0.025090729140709422,3.1253502223396614
GBM_4,25,Row,5,0.019953814184135443,3.120213307383087
GBM_4,26,Row,5,0.01779167730864556,3.1180511705075973
GBM_4,27,Row,5,0.01581265550566513,3.116072148704617
GBM_4,28,Row,5,0.030275480720819842,3.1305349739197714
GBM_4,29,Row,5,0.016853194234469127,3.117112687433421
GBM_4,30,Row,5,0.023232056676806223,3.123491549875758
GBM_4,31,Row,6,-0.04028842800699285,3.059971065191959
GBM_4,32,Row,6,-0.02844051215069021,3.0718189810482617
GBM_4,33,Row,6,-0.03202104195783545,3.0682384512411165
GBM_4,34,Row,6,-0.012012847724241452,3.0882466454747104
GBM_4,35,Row,6,-0.05259389220810684,3.047665600990845
GBM_4,36,Row,6,-0.004187362727487487,3.0960721304714642
GBM_4,37,Row,7,-0.017701677664419047,3.082557815534533
GBM_4,38,Row,7,-0.0064060826099848756,3.093853410588967
GBM_4,39,Row,7,-0.03874700128204522,3.0615124919169068
GBM_4,40,Row,7,-0.05442964829199831,3.0458298449069536
GBM_4,41,Row,7,-0.051122545953380616,3.049136947245571
GBM_4,42,Row,7,-0.0526490715594764,3.0476104216394755
GBM_4,43,Row,8,-0.00157799817756199,3.0986814950213897
GBM_4,44,Row,8,-0.035891252053215916,3.064368241145736
GBM_4,45,Row,8,-0.025133409812072238,3.0751260833868796
GBM_4,46,Row,8,-0.03473986504501814,3.0655196281539334
GBM_4,47,Row,8,-0.03969757701020632,3.0605619161887456
GBM_4,48,Row,8,-0.0218821883375917,3.07837730486136
GBM_4,1,TA,6.45,-0.04171641890014932,3.0585430742988025
GBM_4,2,TA,6,-0.17267906261410337,2.9275804305848485
GBM_4,3,TA,6.3,-0.08644327025700083,3.013816222941951
GBM_4,4,TA,6.6,0.04381261671712988,3.1440721099160815
GBM_4,5,TA,6.3,-0.07692393589225799,3.0233355573066936
GBM_4,6,TA,6.9,0.27989479667106265,3.3801542898700143
GBM_4,7,TA,6.45,-0.042652171417305706,3.057607321781646
GBM_4,8,TA,6.6,0.033678984234383036,3.1339384774333348
GBM_4,9,TA,6.53,-0.0462087424260878,3.054050750772864
GBM_4,10,TA,7.2,0.2946819720714299,3.3949414652703815
GBM_4,11,TA,6.6,0.07391882764239971,3.1741783208413517
GBM_4,12,TA,6.75,0.17844278588578807,3.2787022790847398
GBM_4,13,TA,5.85,-0.17496258143288973,2.925296911766062
GBM_4,14,TA,5.7,-0.10277091613958633,2.9974885770593653
GBM_4,15,TA,6.75,0.22417513096312802,3.32443462416208
GBM_4,16,TA,7.28,0.3001626128104563,3.400422106009408
GBM_4,17,TA,6.6,0.03979832876282449,3.140057821961776
GBM_4,18,TA,6.6,0.07124429309063363,3.1715037862895854
GBM_4,19,TA,5.55,-0.13550966206104048,2.9647498311379112
GBM_4,20,TA,5.55,-0.12386654584886653,2.976392947350085
GBM_4,21,TA,6,-0.14652338918606034,2.9537361040128913
GBM_4,22,TA,5.25,-0.1674005336579078,2.932858959541044
GBM_4,23,TA,5.63,-0.1513535154661242,2.9489059777328275
GBM_4,24,TA,6.75,0.23259535154440802,3.33285484474336
GBM_4,25,TA,6.15,-0.15059860297798056,2.9496608902209713
GBM_4,26,TA,5.48,-0.1417135655487482,2.9585459276502037
GBM_4,27,TA,6.75,0.2757194789149557,3.3759789721139075
GBM_4,28,TA,6.6,0.06232843104054259,3.1625879242394945
GBM_4,29,TA,6.45,7.796560731649915e-4,3.1010391492721165
GBM_4,30,TA,6.15,-0.137206552658375,2.9630529405405768
GBM_4,31,TA,5.7,-0.1500072325826902,2.950252260616262
GBM_4,32,TA,5.7,-0.12036558378324302,2.9798939094157086
GBM_4,33,TA,6.15,-0.16987005724215323,2.9303894359567986
GBM_4,34,TA,7.13,0.40416386326579484,3.5044233564647467
GBM_4,35,TA,5.85,-0.22507311606553537,2.8751863771334163
GBM_4,36,TA,6.3,0.002153056947211185,3.102412550146163
GBM_4,37,TA,4.8,-0.3533557948921947,2.746903698306757
GBM_4,38,TA,6,-0.1648687584818419,2.9353907347171098
GBM_4,39,TA,6.23,-0.15751046980034905,2.9427490233986027
GBM_4,40,TA,5.25,-0.17942329619048317,2.9208361970084686
GBM_4,41,TA,5.85,-0.19547332759126823,2.9047861656076837
GBM_4,42,TA,5.78,-0.18315142332014378,2.917108069878808
GBM_4,43,TA,6.3,-0.07286457189062856,3.027394921308323
GBM_4,44,TA,6.08,-0.21363559159302292,2.8866239016059287
GBM_4,45,TA,5.7,-0.10415154162339868,2.996107951575553
GBM_4,46,TA,5.55,-0.1556227046991503,2.9446367884998015
GBM_4,47,TA,5.85,-0.20781364458005336,2.892445848618898
GBM_4,48,TA,6.3,-0.0854766466604816,3.0147828465384703
GBM_4,1,Temp,22.2,-0.01074227732816535,3.0895172158707864
GBM_4,2,Temp,22.2,-0.040978820962562335,3.0592806722363894
GBM_4,3,Temp,22.2,-0.04064126593503836,3.0596182272639134
GBM_4,4,Temp,22.2,-0.010742277328164018,3.0895172158707878
GBM_4,5,Temp,22.2,-0.010742277328163352,3.0895172158707886
GBM_4,6,Temp,22.2,-0.011204809450444442,3.0890546837485076
GBM_4,7,Temp,22.2,-0.03574276679298949,3.0645167264059623
GBM_4,8,Temp,22.2,-0.040907807529340534,3.0593516856696112
GBM_4,9,Temp,22.2,-0.03574276679298882,3.064516726405963
GBM_4,10,Temp,22.2,-0.002201480643027054,3.0980580125559247
GBM_4,11,Temp,22.2,-0.03574276679298996,3.064516726405962
GBM_4,12,Temp,22.2,0.001958540880877657,3.1022180340798293
GBM_4,13,Temp,22.2,-0.005976272269536453,3.094283220929415
GBM_4,14,Temp,22.2,-0.011960529539161602,3.08829896365979
GBM_4,15,Temp,22.2,-0.0022014806430286082,3.0980580125559234
GBM_4,16,Temp,22.2,-0.002201480643028164,3.0980580125559234
GBM_4,17,Temp,22.2,-0.028013689872346564,3.0722458033266054
GBM_4,18,Temp,22.2,-0.01074227732816313,3.0895172158707886
GBM_4,19,Temp,22.2,-0.0043004026904086,3.095959090508543
GBM_4,20,Temp,22.2,-0.042733658789882334,3.0575258344090694
GBM_4,21,Temp,22.2,-0.006585459608485444,3.0936740335904664
GBM_4,22,Temp,22.2,-0.033590203958333176,3.0666692892406187
GBM_4,23,Temp,22.2,-0.03796582952781935,3.0622936636711326
GBM_4,24,Temp,22.2,-0.012485903040215907,3.087773590158736
GBM_4,25,Temp,22.2,-0.0032152241967389195,3.097044269002213
GBM_4,26,Temp,22.2,-0.04133514596994914,3.0589243472290026
GBM_4,27,Temp,22.2,-0.016912466158424566,3.083347027040527
GBM_4,28,Temp,22.2,-0.03320671587587376,3.0670527773230782
GBM_4,29,Temp,22.2,-0.035742766792989045,3.0645167264059627
GBM_4,30,Temp,22.2,-0.034619384579451684,3.0656401086195
GBM_4,31,Temp,22.2,-0.03251402243808488,3.067745470760867
GBM_4,32,Temp,22.2,-0.035574445531286525,3.0646850476676653
GBM_4,33,Temp,22.2,-0.029457694178239624,3.070801799020712
GBM_4,34,Temp,22.2,-0.005462352807321963,3.0947971403916297
GBM_4,35,Temp,22.2,-0.027054137344546758,3.0732053558544052
GBM_4,36,Temp,22.2,-0.03019617179638212,3.0700633214025697
GBM_4,37,Temp,22.2,-0.03437987438074808,3.0658796188182036
GBM_4,38,Temp,22.2,-0.03556788899166197,3.06469160420729
GBM_4,39,Temp,22.2,-0.030738787768010978,3.069520705430941
GBM_4,40,Temp,22.2,-0.027305131343585032,3.0729543618553667
GBM_4,41,Temp,22.2,-0.0010356876737205312,3.0992238055252312
GBM_4,42,Temp,22.2,4.161037193421979e-4,3.100675596918294
GBM_4,43,Temp,22.2,-0.034622734914592,3.0656367582843598
GBM_4,44,Temp,22.2,-0.028034310209476665,3.072225182989475
GBM_4,45,Temp,22.2,-0.010389261385475024,3.0898702318134768
GBM_4,46,Temp,22.2,-0.005738851353574326,3.0945206418453775
GBM_4,47,Temp,22.2,-0.004405004115849209,3.0958544890831026
GBM_4,48,Temp,22.2,-0.00917100917447744,3.0910884840244743
GBM_4,1,TSS,18.4,-0.4317996321180235,2.6684598610809283
GBM_4,2,TSS,19.2,-0.5267979992473649,2.5734614939515867
GBM_4,3,TSS,20.1,-0.5454241218113913,2.5548353713875604
GBM_4,4,TSS,19.7,-0.3763147855701283,2.7239447076288235
GBM_4,5,TSS,21,-0.11481309193065181,2.9854464012683
GBM_4,6,TSS,21.1,-0.09790118893455504,3.002358304264397
GBM_4,7,TSS,20.6,-0.5180547120021908,2.582204781196761
GBM_4,8,TSS,21.3,-0.15873206717434274,2.941527426024609
GBM_4,9,TSS,21.6,-0.09880782865214638,3.0014516645468055
GBM_4,10,TSS,21.8,0.17203984085434376,3.2722993340532955
GBM_4,11,TSS,22.2,0.2013836122448286,3.3016431054437803
GBM_4,12,TSS,21.5,0.034868231779279245,3.135127724978231
GBM_4,13,TSS,21.8,0.18265157408848148,3.2829110672874333
GBM_4,14,TSS,19.9,-0.428770366943505,2.6714891262554468
GBM_4,15,TSS,22.1,0.17180977437164485,3.2720692675705965
GBM_4,16,TSS,22.1,0.16729801839480624,3.267557511593758
GBM_4,17,TSS,22.4,0.08856366604368363,3.1888231592426353
GBM_4,18,TSS,21.9,0.15433876288744186,3.2545982560863935
GBM_4,19,TSS,22.4,0.1379312339923648,3.2381907271913164
GBM_4,20,TSS,20.9,-0.26655535261327107,2.833704140585681
GBM_4,21,TSS,20.6,-0.5475166611478107,2.552742832051141
GBM_4,22,TSS,23.2,0.08530286891926933,3.185562362118221
GBM_4,23,TSS,22.9,0.06459356211032896,3.1648530553092806
GBM_4,24,TSS,21.6,0.026313420475162275,3.126572913674114
GBM_4,25,TSS,22.8,0.15549001810241758,3.2557495113013695
GBM_4,26,TSS,20.4,-0.5164351111397993,2.583824382059152
GBM_4,27,TSS,20.5,-0.6137640152154904,2.4864954779834614
GBM_4,28,TSS,19.9,-0.5222629567404053,2.5779965364585467
GBM_4,29,TSS,20.3,-0.5318172005107091,2.5684422926882426
GBM_4,30,TSS,21.1,-0.06092486226379584,3.039334630935156
GBM_4,31,TSS,21.5,-0.01873166880117562,3.081527824397776
GBM_4,32,TSS,21.2,-0.10568533529314911,2.9945741579058027
GBM_4,33,TSS,21.6,-0.07352379906832529,3.0267356941306263
GBM_4,34,TSS,21.4,-0.12068322273580609,2.979576270463146
GBM_4,35,TSS,21.9,0.1798663052746232,3.2801257984735748
GBM_4,36,TSS,21.4,0.026729222255602703,3.1269887154545546
GBM_4,37,TSS,24.8,0.12047697383585898,3.220736467034811
GBM_4,38,TSS,20,-0.49850068645749335,2.6017588067414583
GBM_4,39,TSS,22.2,0.18295517770204434,3.283214670900996
GBM_4,40,TSS,22.8,0.08686290043285941,3.187122393631811
GBM_4,41,TSS,23.1,0.026507120271087148,3.126766613470039
GBM_4,42,TSS,23,0.02539302294606749,3.1256525161450193
GBM_4,43,TSS,19.7,-0.5434027650332807,2.556856728165671
GBM_4,44,TSS,22.7,0.12700306649060203,3.227262559689554
GBM_4,45,TSS,21.3,-0.043747486606156016,3.0565120065927958
GBM_4,46,TSS,22.7,0.07156904711016276,3.1718285403091144
GBM_4,47,TSS,22.1,0.14319043516103297,3.243449928359985
GBM_4,48,TSS,22.2,0.1164894279093514,3.2167489211083033
GBM_grid_1_model_90,1,Anth,299,-0.9479962218493874,2.161784164343967
GBM_grid_1_model_90,2,Anth,544,-0.8681759065512733,2.2416044796420813
GBM_grid_1_model_90,3,Anth,522,-0.9748218603335616,2.1349585258597927
GBM_grid_1_model_90,4,Anth,478,-0.9980233339136495,2.111757052279705
GBM_grid_1_model_90,5,Anth,588,-0.7888051117587309,2.3209752744346233
GBM_grid_1_model_90,6,Anth,677,-0.2582312656677307,2.8515491205256236
GBM_grid_1_model_90,7,Anth,639,-0.5616586058802363,2.548121780313118
GBM_grid_1_model_90,8,Anth,494,-0.9056062543512686,2.2041741318420858
GBM_grid_1_model_90,9,Anth,609,-0.6095956439623678,2.500184742230987
GBM_grid_1_model_90,10,Anth,565,-0.7651463485139833,2.344634037679371
GBM_grid_1_model_90,11,Anth,655,-0.35076353682981987,2.7590168493635345
GBM_grid_1_model_90,12,Anth,861,0.5322055882152958,3.6419859744086502
GBM_grid_1_model_90,13,Anth,642,-0.5180021956066662,2.5917781905866883
GBM_grid_1_model_90,14,Anth,436,-0.9390831408591362,2.1706972453342184
GBM_grid_1_model_90,15,Anth,576,-0.8258931518193244,2.28388723437403
GBM_grid_1_model_90,16,Anth,506,-0.8523538860302882,2.2574265001630662
GBM_grid_1_model_90,17,Anth,749,-0.3593977215697475,2.750382664623607
GBM_grid_1_model_90,18,Anth,571,-0.8138331714646939,2.2959472147286606
GBM_grid_1_model_90,19,Anth,761,-0.17283461430359004,2.9369457718897642
GBM_grid_1_model_90,20,Anth,499,-0.9307176705576949,2.1790627156356592
GBM_grid_1_model_90,21,Anth,754,-0.18895232138311224,2.9208280648102423
GBM_grid_1_model_90,22,Anth,725,-0.28954299838341635,2.820237387809938
GBM_grid_1_model_90,23,Anth,833,0.5875128871312979,3.6972932733246524
GBM_grid_1_model_90,24,Anth,830,0.5531921858001474,3.662972571993502
GBM_grid_1_model_90,25,Anth,933,0.9862170287564758,4.09599741494983
GBM_grid_1_model_90,26,Anth,613,-0.5493471459946404,2.560433240198714
GBM_grid_1_model_90,27,Anth,548,-1.0697818068978848,2.0399985792954696
GBM_grid_1_model_90,28,Anth,765,-0.15760752350939178,2.9521728626839625
GBM_grid_1_model_90,29,Anth,683,-0.27898604874887184,2.8307943374444826
GBM_grid_1_model_90,30,Anth,922,1.3209265046143357,4.43070689080769
GBM_grid_1_model_90,31,Anth,763,-0.12486521409581064,2.9849151720975438
GBM_grid_1_model_90,32,Anth,518,-0.9615814574615844,2.14819892873177
GBM_grid_1_model_90,33,Anth,656,-0.47013101035902993,2.6396493758343245
GBM_grid_1_model_90,34,Anth,644,-0.47657978845904736,2.633200597734307
GBM_grid_1_model_90,35,Anth,758,-0.31556119984275544,2.794219186350599
GBM_grid_1_model_90,36,Anth,877,0.8134427555660799,3.9232231417594345
GBM_grid_1_model_90,37,Anth,901,0.5192305840783316,3.629010970271686
GBM_grid_1_model_90,38,Anth,480,-0.8315481652010828,2.2782322209922716
GBM_grid_1_model_90,39,Anth,793,-0.09750934651631527,3.012271039677039
GBM_grid_1_model_90,40,Anth,718,-0.4300105210362637,2.6797698651570907
GBM_grid_1_model_90,41,Anth,784,-0.3045678282387094,2.805212557954645
GBM_grid_1_model_90,42,Anth,765,-0.31330185727178494,2.7964785289215692
GBM_grid_1_model_90,43,Anth,481,-0.9584793048219485,2.1513010813714057
GBM_grid_1_model_90,44,Anth,655,-0.406730581867401,2.7030498043259534
GBM_grid_1_model_90,45,Anth,469,-1.0394502063110893,2.070330179882265
GBM_grid_1_model_90,46,Anth,585,-0.8010277266620651,2.3087526595312893
GBM_grid_1_model_90,47,Anth,684,-0.43346624843803094,2.6763141377553232
GBM_grid_1_model_90,48,Anth,497,-0.8662024217240633,2.2435779644692913
GBM_grid_1_model_90,1,BW,1.99,-0.08125582511101026,3.028524561082344
GBM_grid_1_model_90,2,BW,1.88,-0.18879880163872764,2.9209815845546268
GBM_grid_1_model_90,3,BW,1.93,-0.1190858173544258,2.9906945688389284
GBM_grid_1_model_90,4,BW,2.11,-0.5879465707376053,2.521833815455749
GBM_grid_1_model_90,5,BW,2.01,-0.45343353826962485,2.6563468479237295
GBM_grid_1_model_90,6,BW,1.98,-0.0760639350326419,3.0337164511607124
GBM_grid_1_model_90,7,BW,1.73,0.020359534608461516,3.130139920801816
GBM_grid_1_model_90,8,BW,1.75,-0.013514501712304394,3.09626588448105
GBM_grid_1_model_90,9,BW,1.67,-0.02321709861174287,3.0865632875816114
GBM_grid_1_model_90,10,BW,2.06,-0.611197797427344,2.4985825887660105
GBM_grid_1_model_90,11,BW,1.85,0.19167367496215204,3.3014540611555065
GBM_grid_1_model_90,12,BW,2.03,-0.6204939811098286,2.4892864050835257
GBM_grid_1_model_90,13,BW,2.01,-0.4887252371891514,2.621055149004203
GBM_grid_1_model_90,14,BW,1.99,-0.06650657015840511,3.043273816034949
GBM_grid_1_model_90,15,BW,2.1,-0.6232244935472405,2.486555892646114
GBM_grid_1_model_90,16,BW,2.11,-0.6232244935472414,2.486555892646113
GBM_grid_1_model_90,17,BW,1.9,-0.3155064470038771,2.7942739391894773
GBM_grid_1_model_90,18,BW,2.02,-0.48603266490701713,2.623747721286337
GBM_grid_1_model_90,19,BW,1.52,0.5088231926023681,3.6186035787957227
GBM_grid_1_model_90,20,BW,1.73,0.03625388752511194,3.1460342737184663
GBM_grid_1_model_90,21,BW,1.48,0.44588176178134104,3.5556621479746955
GBM_grid_1_model_90,22,BW,1.89,-0.31351563453058084,2.7962647516627737
GBM_grid_1_model_90,23,BW,1.73,0.06145547002264096,3.1712358562159952
GBM_grid_1_model_90,24,BW,1.92,-0.05097363232900698,3.0588067538643475
GBM_grid_1_model_90,25,BW,1.6,0.507855912894077,3.6176362990874313
GBM_grid_1_model_90,26,BW,1.73,0.04850275849407282,3.1582831446874273
GBM_grid_1_model_90,27,BW,1.77,0.07850477006948264,3.188285156262837
GBM_grid_1_model_90,28,BW,1.75,0.04704221604828873,3.1568226022416432
GBM_grid_1_model_90,29,BW,1.84,0.1785789946238259,3.2883593808171803
GBM_grid_1_model_90,30,BW,1.97,0.023766186124351107,3.1335465723177056
GBM_grid_1_model_90,31,BW,1.67,-0.0145982648471846,3.09518212134617
GBM_grid_1_model_90,32,BW,1.93,-0.030209349825150222,3.079571036368204
GBM_grid_1_model_90,33,BW,1.87,0.10788696216536658,3.217667348358721
GBM_grid_1_model_90,34,BW,1.82,0.17473280161771604,3.2845131878110703
GBM_grid_1_model_90,35,BW,1.89,-0.21808698511002444,2.89169340108333
GBM_grid_1_model_90,36,BW,1.95,7.134999155682387e-4,3.1104938861089226
GBM_grid_1_model_90,37,BW,1.71,0.07698137209972647,3.186761758293081
GBM_grid_1_model_90,38,BW,1.69,0.07386702605824935,3.1836474122516036
GBM_grid_1_model_90,39,BW,1.73,0.07408221014025534,3.1838625963336096
GBM_grid_1_model_90,40,BW,1.95,-0.07607792092006938,3.033702465273285
GBM_grid_1_model_90,41,BW,2.01,-0.6375187540795652,2.4722616321137894
GBM_grid_1_model_90,42,BW,2.28,-0.7591957194428445,2.35058466675051
GBM_grid_1_model_90,43,BW,1.8,0.1570799596416288,3.266860345834983
GBM_grid_1_model_90,44,BW,1.83,0.20142223272634696,3.3112026189197015
GBM_grid_1_model_90,45,BW,2.12,-0.6581160377468069,2.4516643484465472
GBM_grid_1_model_90,46,BW,2.02,-0.5779358588011096,2.531844527392245
GBM_grid_1_model_90,47,BW,2.21,-0.6765461571279097,2.4332342290654445
GBM_grid_1_model_90,48,BW,2.23,-0.7081684657263341,2.4016119204670203
GBM_grid_1_model_90,1,Col,1,-0.084214919793562,3.0255654663997924
GBM_grid_1_model_90,2,Col,2,-0.10838458823976349,3.001395797953591
GBM_grid_1_model_90,3,Col,3,0.02706151062981621,3.136841896823171
GBM_grid_1_model_90,4,Col,4,0.04662570428667412,3.1564060904800284
GBM_grid_1_model_90,5,Col,5,0.056093494769609564,3.165873880962964
GBM_grid_1_model_90,6,Col,6,0.0971977120059619,3.206978098199316
GBM_grid_1_model_90,7,Col,1,-0.06831730211504494,3.0414630840783095
GBM_grid_1_model_90,8,Col,2,-0.1342736097936318,2.9755067763997225
GBM_grid_1_model_90,9,Col,3,0.04201403392451314,3.1517944201178674
GBM_grid_1_model_90,10,Col,4,0.08397261415625962,3.193753000349614
GBM_grid_1_model_90,11,Col,5,0.05972373989021011,3.1695041260835644
GBM_grid_1_model_90,12,Col,6,0.0593872000998904,3.169167586293245
GBM_grid_1_model_90,13,Col,1,-0.060510094088992716,3.0492702921043615
GBM_grid_1_model_90,14,Col,2,-0.13102785318127053,2.978752533012084
GBM_grid_1_model_90,15,Col,3,0.07327934623713728,3.1830597324304915
GBM_grid_1_model_90,16,Col,4,0.08397261415625978,3.193753000349614
GBM_grid_1_model_90,17,Col,5,-0.018298449406454365,3.0914819367869
GBM_grid_1_model_90,18,Col,6,0.038370622721736525,3.148151008915091
GBM_grid_1_model_90,19,Col,1,-0.07274734719329795,3.0370330390000566
GBM_grid_1_model_90,20,Col,2,-0.13850293009393955,2.971277456099415
GBM_grid_1_model_90,21,Col,3,0.04692448407533631,3.156704870268691
GBM_grid_1_model_90,22,Col,4,0.08861664611019143,3.198397032303546
GBM_grid_1_model_90,23,Col,5,0.13853662419751284,3.2483170103908674
GBM_grid_1_model_90,24,Col,6,0.06564063466935866,3.175421020862713
GBM_grid_1_model_90,25,Col,1,-0.18500611052170063,2.9247742756716537
GBM_grid_1_model_90,26,Col,2,-0.15513909602688936,2.954641290166465
GBM_grid_1_model_90,27,Col,3,0.05050253326933496,3.1602829194626896
GBM_grid_1_model_90,28,Col,4,0.0728096926231955,3.18259007881655
GBM_grid_1_model_90,29,Col,5,0.08481233524940372,3.194592721442758
GBM_grid_1_model_90,30,Col,6,0.11088545477165701,3.2206658409650113
GBM_grid_1_model_90,31,Col,1,-0.046343540372214456,3.06343684582114
GBM_grid_1_model_90,32,Col,2,-0.11508908130720896,2.994691304886145
GBM_grid_1_model_90,33,Col,3,0.059061050307111826,3.168841436500466
GBM_grid_1_model_90,34,Col,4,0.09206908549458633,3.201849471687941
GBM_grid_1_model_90,35,Col,5,-0.007584803334086732,3.1021955828592676
GBM_grid_1_model_90,36,Col,6,0.03496141652087448,3.144741802714229
GBM_grid_1_model_90,37,Col,1,-0.2237050463001644,2.88607533989319
GBM_grid_1_model_90,38,Col,2,-0.12349086088256078,2.9862895253107937
GBM_grid_1_model_90,39,Col,3,0.08532542572215226,3.1951058119155067
GBM_grid_1_model_90,40,Col,4,0.09009369920325544,3.1998740853966097
GBM_grid_1_model_90,41,Col,5,-0.007846098356619868,3.1019342878367344
GBM_grid_1_model_90,42,Col,6,-0.028430829524546508,3.081349556668808
GBM_grid_1_model_90,43,Col,1,-0.07231217390411393,3.0374682122892405
GBM_grid_1_model_90,44,Col,2,-0.1064627634700117,3.0033176227233427
GBM_grid_1_model_90,45,Col,3,0.04432695247176288,3.154107338665117
GBM_grid_1_model_90,46,Col,4,0.038759744789988115,3.1485401309833425
GBM_grid_1_model_90,47,Col,5,0.039215681694662774,3.1489960678880173
GBM_grid_1_model_90,48,Col,6,-0.011467504647427962,3.0983128815459264
GBM_grid_1_model_90,1,Row,1,0.03587757045707418,3.1456579566504286
GBM_grid_1_model_90,2,Row,1,0.04493652550174054,3.154716911695095
GBM_grid_1_model_90,3,Row,1,0.047969514916899714,3.157749901110254
GBM_grid_1_model_90,4,Row,1,0.053266777855398906,3.1630471640487534
GBM_grid_1_model_90,5,Row,1,0.07061019367040666,3.180390579863761
GBM_grid_1_model_90,6,Row,1,0.0626922905431201,3.1724726767364744
